# Time-averaged data for fix pt
# TimeStep v_pxy v_pxz v_pyz
661 735.206 333.77 -145.219
662 731.956 398.758 -156.953
663 725.595 463.651 -150.563
664 716.15 523.127 -126.255
665 704.103 572.374 -84.6883
666 689.645 607.504 -27.7479
667 673.524 625.74 41.8264
668 656.485 625.716 119.618
669 639.814 606.92 200.05
670 625.241 570.427 276.578
671 614.708 519.015 343.452
672 609.998 456.114 396.271
673 612.457 386.802 432.815
674 621.973 315.527 453.154
675 637.607 246.973 458.642
676 656.991 183.74 451.672
677 676.814 127.074 435.235
678 693.699 76.8121 412.477
679 703.957 32.0955 387.354
680 705.446 -7.51348 363.642
681 697.55 -42.4887 344.953
682 681.571 -71.2906 334.176
683 659.873 -91.9501 332.638
684 635.029 -101.885 340.685
685 609.832 -98.7099 357.383
686 585.759 -81.6994 380.942
687 563.358 -51.9829 409.17
688 543.016 -12.6105 440.12
689 524.47 32.6685 472.878
690 507.682 80.4053 507.434
691 492.653 128.121 544.203
692 479.913 173.548 583.191
693 469.491 215.779 623.251
694 461.557 254.385 661.52
695 455.872 289.45 694.816
696 451.667 321.791 719.638
697 447.755 352.444 733.465
698 442.271 382.895 734.553
699 433.31 414.65 723.13
700 418.674 449.126 699.789
701 396.508 487.282 666.515
702 365.957 528.998 626.062
703 327.143 572.76 581.885
704 281.233 615.739 538.113
705 230.312 653.95 498.974
706 177.716 683.185 468.185
707 126.736 700.112 448.379
708 80.8095 702.947 440.718
709 42.3019 691.699 444.226
710 13.0396 667.506 456.538
711 -5.67191 632.518 473.864
712 -13.4371 588.612 491.281
713 -9.97399 537.909 503.688
714 3.99884 482.086 506.839
715 27.3113 423.069 497.518
716 57.168 363.157 474.549
717 90.8941 305.032 438.89
718 125.494 251.49 393.963
719 158.261 205.166 344.556
720 187.287 167.884 296.136
721 211.684 140.602 254.049
722 231.542 123.629 222.037
723 247.352 116.078 202.114
724 260.619 116.682 194.331
725 273.111 123.638 196.914
726 286.669 134.883 207.84
727 302.914 148.119 224.903
728 322.775 161.803 246.437
729 346.607 175.588 271.223
730 374.091 190.095 297.935
731 405.163 206.076 325.394
732 439.766 224.507 351.363
733 478.37 245.211 373.296
734 520.891 266.733 389.113
735 566.794 286.586 397.008
736 615.506 302.182 396.285
737 666.34 310.857 388.258
738 718.45 311.114 375.864
739 771.099 302.298 363.069
740 823.73 284.434 353.886
741 874.582 258.54 351.06
742 921.338 225.368 356.045
743 961.357 185.652 367.677
744 991.354 140.367 383.744
745 1008.48 90.7587 400.097
746 1010.16 38.5978 412.464
747 994.966 -14.7752 417.104
748 962.605 -67.8311 411.661
749 914.795 -120.049 396.093
750 855.295 -170.625 372.106
751 789.45 -219.073 342.654
752 723.651 -264.343 311.354
753 663.943 -305.567 281.249
754 615.123 -341.762 254.306
755 579.926 -372.751 231.015
756 558.692 -399.296 210.575
757 550.07 -422.572 191.403
758 552.052 -443.814 172.11
759 562.455 -463.731 151.542
760 579.943 -483.209 129.176
761 603.488 -502.874 105.23
762 632.523 -523.33 80.0998
763 666.356 -545.168 54.4636
764 703.616 -568.248 27.9094
765 743.108 -592.249 -0.159391
766 782.736 -615.904 -30.5499
767 820.729 -637.244 -64.56
768 855.372 -654.761 -102.815
769 884.967 -666.783 -144.677
770 908.164 -672.811 -188.599
771 923.982 -672.485 -231.196
772 931.697 -666.158 -268.63
773 931.992 -654.379 -296.406
774 926.914 -637.512 -311.04
775 919.762 -615.736 -310.05
776 914.103 -589.479 -292.75
777 913.999 -560.116 -260.187
778 922.331 -529.956 -214.893
779 939.984 -502.185 -160.925
780 965.941 -479.881 -102.662
781 997.258 -465.322 -45.5011
782 1030.07 -458.917 6.0217
783 1060.14 -459.946 47.3287
784 1083.92 -466.819 76.0406
785 1098.98 -477.513 91.319
786 1103.99 -490.269 94.96
787 1098.44 -503.926 90.6653
788 1082.71 -517.338 82.9366
789 1057.5 -528.783 76.4591
790 1023.95 -535.868 75.0101
791 983.873 -536.29 80.7821
792 939.278 -526.748 93.3051
793 892.328 -505.399 110.562
794 844.963 -471.902 129.135
795 798.568 -427.763 145.106
796 754.793 -377.135 155.027
797 714.613 -325.317 156.421
798 679.164 -278.133 147.568
799 648.36 -241.263 127.506
800 621.475 -218.625 95.296
801 596.124 -211.689 50.6891
802 569.613 -219.724 -6.16397
803 539.148 -240.466 -73.9319
804 503.445 -270.045 -149.938
805 462.828 -304.816 -230.322
806 419.001 -341.153 -310.79
807 374.425 -375.717 -386.939
808 331.73 -406.503 -455.387
809 292.164 -431.69 -513.965
810 256.065 -449.69 -562.501
811 222.643 -459.652 -601.691
812 190.429 -461.34 -632.742
813 158.438 -455.398 -656.499
814 126.576 -443.821 -673.014
815 95.8446 -429.843 -681.238
816 67.6727 -417.734 -679.628
817 43.22 -412.396 -666.782
818 22.9931 -418.308 -642.411
819 6.9719 -439.045 -607.33
820 -5.07615 -475.436 -563.415
821 -12.8228 -526.352 -512.521
822 -15.3153 -588.614 -456.541
823 -11.155 -657.728 -396.912
824 1.04228 -729.239 -335.024
825 21.5906 -799.185 -272.31
826 50.29 -864.401 -210
827 86.5252 -923.156 -149.669
828 129.286 -974.582 -93.0294
829 177.056 -1018.49 -41.7857
830 227.856 -1054.57 3.32039
831 279.256 -1081.69 41.6059
832 328.507 -1097.64 73.6587
833 372.999 -1099.33 100.859
834 410.18 -1083.67 125.195
835 437.925 -1048.52 148.654
836 455.362 -994.262 172.686
837 461.731 -923.606 198.399
838 457.434 -841.924 225.88
839 443.26 -755.472 255.637
840 420.667 -670.777 287.438
841 391.933 -592.848 320.679
842 359.567 -524.814 353.988
843 326.442 -467.689 385.267
844 294.58 -420.676 411.873
845 264.995 -381.036 431.604
846 237.81 -346.058 442.975
847 212.393 -312.37 445.952
848 187.897 -277.083 441.857
849 164.095 -239.17 432.656
850 141.211 -198.997 420.651
851 120.14 -158.643 407.899
852 101.753 -120.995 396.114
853 86.5341 -89.1843 387.269
854 74.6375 -65.2551 383.353
855 65.4175 -49.7879 386.451
856 57.9159 -41.6553 399.333
857 50.9995 -38.0135 424.31
858 43.6799 -36.1463 462.43
859 35.0774 -33.0943 513.184
860 24.774 -27.4564 574.109
861 12.9458 -19.176 640.896
862 0.277376 -9.86222 708.713
863 -12.2727 -1.82617 773.173
864 -23.578 2.18374 831.042
865 -32.8121 -0.334247 879.893
866 -40.101 -11.1396 918.659
867 -46.0798 -31.2541 946.734
868 -52.4117 -59.8818 963.959
869 -61.258 -95.412 970.988
870 -74.1234 -134.802 968.204
871 -91.382 -174.936 956.135
872 -112.161 -212.739 935.37
873 -134.442 -246.179 906.632
874 -155.212 -274.371 870.818
875 -171.549 -297.209 829.617
876 -181.397 -315.974 785.111
877 -183.435 -331.509 739.643
878 -177.475 -344.634 695.061
879 -163.885 -355.608 652.643
880 -143.232 -364.108 612.588
